"sold","price","rural","pool","surface","habSize","region"
0,3e+05,"No","No",187.53,"(10000,50000]  ","03"
0,240000,"No","No",151.2,"(0,10000]      ","26"
0,194673.6,"No","No",98.32,"(10000,50000]  ","06"
0,284000,"No","No",226.57,"(0,10000]      ","12"
0,115000,"No","No",135.2,"(0,10000]      ","01"
0,197000,"No","Yes",80,"(10000,50000]  ","01"
0,182114,"No","No",123.05,"(50000,1000000]","04"
0,89800,"No","No",82.44,"(50000,1000000]","02"
1,90000,"No","Yes",82.19,"(10000,50000]  ","01"
0,198800,"No","Yes",105.12,"(0,10000]      ","02"
0,2e+05,"No","No",116.28,"(0,10000]      ","02"
1,110000,"No","No",99.57,"(10000,50000]  ","02"
0,598720.7,"No","No",259.2,"(50000,1000000]","11"
0,291000,"No","No",118,"(50000,1000000]","01"
1,452500,"No","Yes",200,"(10000,50000]  ","02"
1,120000,"No","No",156,"(50000,1000000]","02"
0,527000,"No","No",264,"(50000,1000000]","01"
0,217000,"No","No",113.5,"(0,10000]      ","07"
0,182500,"No","No",103.5,"(0,10000]      ","01"
1,80562.5374027528,"No","No",134.75,"(0,10000]      ","37"
0,172700,"No","No",60,"(10000,50000]  ","02"
1,270000,"No","No",186.63,"(50000,1000000]","04"
0,325000,"No","No",226.52,"(10000,50000]  ","02"
0,203000,"No","No",105.8,"(10000,50000]  ","06"
0,211678,"No","No",183.28,"(0,10000]      ","01"
1,230000,"No","Yes",150.15,"(0,10000]      ","01"
0,123000,"No","No",95,"(50000,1000000]","23"
1,348400,"No","No",211.2,"(50000,1000000]","01"
0,145500,"No","No",128,"(0,10000]      ","02"
0,477500,"No","No",263,"(10000,50000]  ","01"
1,1e+05,"No","No",99.6,"(50000,1000000]","02"
0,195000,"No","No",175.45,"(0,10000]      ","22"
0,164450,"No","No",60,"(10000,50000]  ","02"
0,293000,"No","No",193.31,"(0,10000]      ","14"
0,217700,"No","No",189.24,"(0,10000]      ","01"
0,182500,"No","No",102.48,"(0,10000]      ","12"
1,447000,"No","No",156.5,"(10000,50000]  ","02"
0,274500,"No","No",118.26,"(10000,50000]  ","01"
0,196640,"No","No",98.32,"(10000,50000]  ","06"
0,204000,"No","No",188.15,"(0,10000]      ","01"
0,159188,"No","No",117.05,"(50000,1000000]","04"
0,250000,"No","No",212,"(50000,1000000]","20"
1,75832.9385363421,"Yes","No",140,"(0,10000]      ","03"
0,116000,"Yes","No",103,"(10000,50000]  ","15"
0,240000,"No","Yes",124.7,"(10000,50000]  ","01"
0,284000,"No","No",222.75,"(10000,50000]  ","02"
0,218000,"No","No",205.95,"(0,10000]      ","03"
1,120000,"No","No",216.276,"(0,10000]      ","03"
1,1e+05,"No","No",182,"(0,10000]      ","02"
0,154900,"No","No",132,"(50000,1000000]","02"
0,115000,"No","No",88,"(50000,1000000]","02"
1,230769,"No","No",144,"(50000,1000000]","02"
0,220547.55,"No","Yes",103.19,"(0,10000]      ","02"
0,560000,"No","No",156.66,"(10000,50000]  ","08"
0,245307.28,"No","No",217.48,"(0,10000]      ","07"
1,86000,"Yes","No",120.348,"(0,10000]      ","15"
0,117000,"Yes","No",206,"(50000,1000000]","19"
0,141241,"No","No",108.56,"(10000,50000]  ","05"
1,260000,"No","No",230.29,"(50000,1000000]","01"
0,599820.26,"No","No",260.39,"(50000,1000000]","11"
1,128350,"No","No",248.34,"(0,10000]      ","04"
0,540000,"No","No",240,"(10000,50000]  ","08"
1,348400,"No","No",151.78,"(50000,1000000]","01"
1,109000,"No","No",102,"(0,10000]      ","05"
1,163000,"No","No",159.3,"(10000,50000]  ","04"
0,129500,"No","Yes",56.75,"(10000,50000]  ","02"
0,152500,"No","No",127.91,"(10000,50000]  ","03"
1,180000,"No","No",201.79,"(50000,1000000]","11"
0,188296,"No","No",190.97,"(0,10000]      ","03"
0,198425,"No","No",117.08,"(10000,50000]  ","06"
0,257407.41,"No","No",219.65,"(10000,50000]  ","05"
0,319000,"No","No",281.99,"(10000,50000]  ","02"
0,118000,"No","No",58,"(50000,1000000]","02"
1,145000,"No","Yes",103.19,"(0,10000]      ","02"
0,218930,"No","No",190.08,"(0,10000]      ","01"
1,259000,"No","No",230.29,"(50000,1000000]","01"
0,255544.8,"No","No",122.68,"(10000,50000]  ","01"
1,166667,"No","No",212,"(0,10000]      ","02"
0,367500,"No","No",160,"(50000,1000000]","09"
0,59500,"No","No",76,"(0,10000]      ","21"
0,258500,"No","Yes",120,"(10000,50000]  ","10"
0,192000,"No","No",135.98,"(50000,1000000]","10"
0,211667,"No","No",183.23,"(0,10000]      ","01"
1,101981.295240536,"No","No",91,"(10000,50000]  ","01"
1,190000,"No","No",107.43,"(0,10000]      ","03"
0,196000,"No","No",87.64,"(50000,1000000]","03"
0,75000,"No","No",108,"(10000,50000]  ","02"
0,80000,"Yes","No",132,"(10000,50000]  ","22"
0,180300,"No","No",167.69,"(0,10000]      ","01"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,413000,"No","Yes",120,"(10000,50000]  ","02"
0,466500,"No","No",118.4,"(0,10000]      ","03"
0,218000,"No","No",205.95,"(0,10000]      ","03"
0,363215.3,"No","Yes",130.53,"(0,10000]      ","02"
0,198600,"No","No",187.99,"(0,10000]      ","01"
0,164000,"No","No",117.05,"(0,10000]      ","11"
1,155000,"No","No",236.12,"(10000,50000]  ","03"
0,307020,"No","No",183,"(10000,50000]  ","02"
1,245000,"No","No",230.29,"(50000,1000000]","01"
0,155000,"No","No",108,"(0,10000]      ","03"
1,160000,"No","No",177,"(10000,50000]  ","02"
1,150000,"No","No",61.52,"(0,10000]      ","03"
0,110000,"Yes","No",181,"(0,10000]      ","05"
1,170000,"No","No",157.09,"(10000,50000]  ","03"
0,61000,"Yes","No",82,"(0,10000]      ","07"
0,235000,"No","No",245.8,"(0,10000]      ","01"
1,513781.010520847,"No","No",218.74,"(50000,1000000]","01"
1,279000,"No","No",156.51,"(0,10000]      ","28"
0,257000,"No","No",223.09,"(10000,50000]  ","02"
0,240000,"No","Yes",124.7,"(10000,50000]  ","01"
0,431100,"No","No",228.5,"(10000,50000]  ","16"
0,251000,"No","No",110,"(10000,50000]  ","13"
0,63500,"Yes","No",100,"(0,10000]      ","01"
0,160000,"No","No",204,"(0,10000]      ","07"
0,230000,"No","No",106.14,"(0,10000]      ","02"
0,125000,"Yes","No",55,"(10000,50000]  ","35"
1,247278.01,"No","Yes",154.77,"(0,10000]      ","01"
0,460000,"No","No",265.17,"(10000,50000]  ","08"
0,225000,"No","No",129.26,"(0,10000]      ","19"
0,160000,"No","No",101.02,"(50000,1000000]","03"
1,129000,"No","No",108,"(10000,50000]  ","04"
1,2e+05,"No","Yes",181.92,"(50000,1000000]","01"
0,298000,"No","No",170.67,"(0,10000]      ","01"
1,110000,"No","No",66.7,"(50000,1000000]","04"
0,235400,"No","No",80,"(10000,50000]  ","02"
0,213000,"No","No",80,"(10000,50000]  ","13"
0,153000,"No","No",157.3,"(0,10000]      ","07"
0,318714,"No","No",280,"(0,10000]      ","13"
0,144716.88,"No","No",126.06,"(0,10000]      ","05"
0,171700,"No","Yes",170.47,"(10000,50000]  ","01"
0,61000,"No","No",55,"(0,10000]      ","07"
1,150000,"No","No",156.2,"(10000,50000]  ","04"
0,145000,"No","No",101.21,"(50000,1000000]","07"
1,229000,"No","Yes",153.84,"(0,10000]      ","01"
0,460000,"No","No",265.17,"(10000,50000]  ","08"
0,185000,"No","No",211.19,"(0,10000]      ","01"
0,268044.8,"No","No",124.07,"(10000,50000]  ","01"
0,221550,"No","No",126,"(10000,50000]  ","08"
0,158700,"No","No",143.09,"(0,10000]      ","07"
1,380000,"No","No",180,"(10000,50000]  ","14"
0,257240,"No","No",198.9,"(10000,50000]  ","01"
1,152000,"No","No",227.39,"(10000,50000]  ","03"
1,105000,"No","Yes",103.3,"(50000,1000000]","02"
0,129000,"No","No",127.24,"(0,10000]      ","05"
0,201495,"No","No",99.75,"(10000,50000]  ","06"
0,115000,"No","No",88,"(50000,1000000]","02"
0,196880,"No","No",123.05,"(50000,1000000]","04"
0,134000,"No","No",90,"(50000,1000000]","09"
1,165000,"No","No",162.6,"(10000,50000]  ","02"
1,260000,"No","No",231.67,"(50000,1000000]","01"
0,408500,"No","No",208.16,"(0,10000]      ","07"
0,213214.55,"No","No",129.91,"(0,10000]      ","17"
0,2e+05,"No","No",116.28,"(0,10000]      ","02"
1,268800,"No","No",176.76,"(0,10000]      ","01"
1,248032.211975581,"No","No",231.67,"(50000,1000000]","01"
1,145142,"No","No",117.05,"(50000,1000000]","04"
0,177275,"No","Yes",134.71,"(0,10000]      ","03"
0,137000,"No","No",84,"(0,10000]      ","02"
0,560000,"No","No",142.75,"(10000,50000]  ","08"
0,198000,"No","No",168,"(50000,1000000]","15"
0,301000,"No","No",134.3,"(50000,1000000]","09"
0,115000,"No","No",109.8,"(0,10000]      ","05"
0,203000,"No","No",122.29,"(0,10000]      ","05"
1,150936.954603392,"No","No",121.72,"(50000,1000000]","09"
0,74000,"No","No",126,"(10000,50000]  ","15"
1,240000,"No","Yes",124.7,"(10000,50000]  ","01"
1,253067.947838023,"No","No",237.8,"(50000,1000000]","09"
0,283000,"No","No",104.75,"(0,10000]      ","16"
1,112000,"No","No",98.64,"(10000,50000]  ","10"
0,230000,"No","No",210.92,"(0,10000]      ","03"
0,179740,"No","No",62.5,"(10000,50000]  ","02"
0,251000,"No","No",84,"(0,10000]      ","13"
1,2e+05,"No","Yes",103.19,"(0,10000]      ","02"
0,115000,"No","No",65.24,"(0,10000]      ","02"
1,145142,"No","No",117.05,"(50000,1000000]","04"
0,78000,"No","Yes",65,"(0,10000]      ","01"
0,208000,"No","No",298.83,"(0,10000]      ","24"
0,275000,"No","No",176.5,"(0,10000]      ","01"
1,150000,"No","Yes",78.05,"(10000,50000]  ","02"
0,290000,"No","Yes",129.25,"(10000,50000]  ","01"
0,216000,"No","No",205.95,"(0,10000]      ","03"
0,90000,"No","No",129,"(0,10000]      ","18"
0,55000,"No","No",59,"(50000,1000000]","21"
0,399000,"No","No",196.42,"(10000,50000]  ","02"
0,203000,"No","No",122.29,"(0,10000]      ","05"
0,438800,"No","No",157,"(0,10000]      ","14"
1,72000,"Yes","No",92,"(50000,1000000]","09"
1,139075.550493546,"No","No",239.01,"(10000,50000]  ","02"
1,260000,"No","No",230.29,"(50000,1000000]","01"
0,158000,"No","No",160.16,"(0,10000]      ","03"
0,121000,"Yes","No",125.6,"(10000,50000]  ","01"
1,220000,"No","Yes",129.53,"(0,10000]      ","02"
1,186470,"No","No",166.39,"(0,10000]      ","01"
0,158000,"No","No",163.91,"(0,10000]      ","03"
0,229962,"No","No",198.53,"(0,10000]      ","01"
0,270000,"No","No",168.19,"(0,10000]      ","01"
0,83000,"No","Yes",110,"(10000,50000]  ","03"
0,57700,"No","No",77,"(10000,50000]  ","01"
1,1e+05,"No","No",81.25,"(10000,50000]  ","04"
0,224000,"No","No",114.75,"(0,10000]      ","02"
0,331306.25,"No","No",223.81,"(50000,1000000]","18"
1,242000,"No","No",177.82,"(10000,50000]  ","03"
0,197340,"No","No",137,"(0,10000]      ","01"
0,133653.56,"No","No",174.45,"(10000,50000]  ","15"
0,240000,"No","No",162.28,"(0,10000]      ","01"
0,117702,"No","No",75.45,"(50000,1000000]","04"
0,275000,"No","No",168.19,"(0,10000]      ","01"
0,194673.6,"No","No",98.32,"(10000,50000]  ","06"
0,230500,"No","No",111.5,"(0,10000]      ","01"
0,233500,"No","Yes",91.92,"(0,10000]      ","02"
0,249087.53,"No","No",222.01,"(0,10000]      ","07"
0,172700,"No","No",60,"(10000,50000]  ","02"
1,92336,"No","No",66.7,"(50000,1000000]","04"
0,284000,"No","No",222.75,"(10000,50000]  ","02"
0,211643,"No","No",183.28,"(0,10000]      ","01"
0,278059.64,"No","No",257.54,"(10000,50000]  ","02"
1,2e+05,"No","Yes",80.45,"(50000,1000000]","19"
0,235500,"No","Yes",108.01,"(0,10000]      ","01"
0,97000,"Yes","No",149,"(0,10000]      ","01"
0,247000,"No","No",188.4,"(0,10000]      ","01"
1,257400,"No","Yes",124.7,"(10000,50000]  ","01"
1,92717.0336623639,"No","No",62.27,"(10000,50000]  ","02"
1,90000,"No","No",57.66,"(50000,1000000]","02"
0,143000,"No","No",67.5,"(0,10000]      ","02"
0,415475,"No","No",209.12,"(0,10000]      ","01"
0,256000,"No","No",238,"(10000,50000]  ","23"
0,103500,"No","No",84,"(10000,50000]  ","04"
0,115000,"No","No",88,"(50000,1000000]","02"
1,164015.91,"No","No",118.96,"(10000,50000]  ","05"
0,272000,"No","No",168.19,"(0,10000]      ","01"
0,97000,"Yes","No",100,"(10000,50000]  ","23"
1,128350,"No","No",248.34,"(0,10000]      ","04"
0,462627,"No","No",229.48,"(10000,50000]  ","03"
0,137000,"No","No",51.38,"(0,10000]      ","01"
0,423900,"No","Yes",183.48,"(10000,50000]  ","16"
0,390500,"No","Yes",282.85,"(10000,50000]  ","01"
0,214000,"No","No",80,"(10000,50000]  ","02"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,162500,"No","No",130,"(0,10000]      ","26"
1,210310,"No","No",285.1,"(0,10000]      ","01"
0,203000,"No","No",122.29,"(0,10000]      ","05"
1,260000,"No","No",213.99,"(0,10000]      ","08"
1,235000,"No","Yes",165.08,"(10000,50000]  ","01"
0,318000,"No","No",168.31,"(10000,50000]  ","02"
0,151000,"No","No",248.34,"(0,10000]      ","04"
0,124600,"No","No",102,"(0,10000]      ","05"
0,437500,"No","No",274,"(0,10000]      ","02"
1,133000,"No","No",151.87,"(0,10000]      ","01"
0,227456,"No","No",205.55,"(0,10000]      ","01"
0,222000,"No","No",206.73,"(10000,50000]  ","02"
0,203490,"No","No",99.75,"(10000,50000]  ","06"
0,192543,"No","No",112.63,"(10000,50000]  ","06"
0,316500,"No","Yes",208,"(0,10000]      ","13"
0,229000,"No","No",222,"(50000,1000000]","20"
1,210000,"No","No",208.55,"(0,10000]      ","07"
1,380000,"No","No",170.9,"(10000,50000]  ","01"
0,231000,"No","No",173.38,"(10000,50000]  ","02"
0,204000,"No","No",189.15,"(0,10000]      ","01"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,172000,"No","No",61.52,"(0,10000]      ","03"
0,293000,"No","No",231.48,"(10000,50000]  ","02"
0,124600,"No","No",102,"(0,10000]      ","05"
0,176000,"No","No",212.48,"(0,10000]      ","01"
0,191609,"No","No",112.63,"(10000,50000]  ","06"
1,150000,"No","Yes",117.4,"(10000,50000]  ","01"
1,348400,"No","No",211.2,"(50000,1000000]","01"
0,113000,"No","No",50.82,"(10000,50000]  ","04"
0,189706,"No","No",191.58,"(0,10000]      ","03"
0,249000,"No","No",141.6,"(0,10000]      ","02"
0,196640,"No","No",98.32,"(10000,50000]  ","06"
1,240000,"No","No",230.29,"(50000,1000000]","01"
1,170000,"No","No",148.8,"(10000,50000]  ","02"
0,299000,"No","No",226.52,"(10000,50000]  ","02"
1,120000,"No","No",69,"(50000,1000000]","02"
0,175500,"No","No",77,"(10000,50000]  ","02"
0,120000,"No","No",69.68,"(50000,1000000]","02"
0,114500,"Yes","No",194,"(0,10000]      ","29"
0,192006,"No","No",112.63,"(10000,50000]  ","06"
0,235958.56,"No","No",210.33,"(0,10000]      ","07"
0,176000,"No","Yes",115.4,"(0,10000]      ","01"
0,336000,"No","No",244.66,"(0,10000]      ","12"
0,399000,"No","No",195.54,"(10000,50000]  ","02"
0,178310,"No","No",60,"(10000,50000]  ","02"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,287200,"No","No",205.95,"(0,10000]      ","03"
0,202776,"No","No",159.04,"(50000,1000000]","17"
0,218000,"No","No",205.95,"(0,10000]      ","03"
0,300500,"No","No",152.14,"(0,10000]      ","14"
1,2e+05,"No","No",238.2,"(0,10000]      ","01"
0,195000,"No","No",151.3,"(0,10000]      ","01"
0,302000,"No","No",129.96,"(0,10000]      ","02"
0,211549,"No","No",183.28,"(0,10000]      ","01"
1,128350,"No","No",248.34,"(0,10000]      ","04"
0,218000,"No","No",205.95,"(0,10000]      ","03"
0,212155.33,"No","Yes",105.05,"(0,10000]      ","02"
0,141500,"No","No",53,"(0,10000]      ","10"
0,320000,"No","No",180.19,"(0,10000]      ","01"
1,145000,"No","No",88,"(50000,1000000]","02"
0,147500,"No","No",96,"(0,10000]      ","01"
0,229500,"No","No",138,"(10000,50000]  ","19"
0,170000,"No","No",114,"(10000,50000]  ","01"
0,314115,"No","No",280,"(0,10000]      ","13"
1,330000,"No","No",201,"(10000,50000]  ","03"
1,95000,"No","No",100.92,"(50000,1000000]","10"
0,460000,"No","No",265.17,"(10000,50000]  ","08"
0,144716.88,"No","No",126.06,"(0,10000]      ","05"
1,240000,"No","No",129.6,"(10000,50000]  ","01"
0,160000,"No","No",60,"(10000,50000]  ","02"
0,158390,"No","No",193,"(50000,1000000]","04"
0,225000,"Yes","No",174,"(50000,1000000]","27"
0,270000,"No","No",168.19,"(0,10000]      ","01"
1,120000,"No","No",58,"(50000,1000000]","02"
1,290000,"No","No",130,"(10000,50000]  ","13"
0,96700,"No","No",128.148,"(10000,50000]  ","01"
0,231110,"No","No",80,"(10000,50000]  ","02"
0,172700,"No","No",60,"(10000,50000]  ","02"
1,105000,"No","No",102,"(0,10000]      ","05"
0,146000,"Yes","No",152.51,"(0,10000]      ","02"
1,110000,"No","Yes",154.58,"(0,10000]      ","03"
0,70000,"No","No",56,"(10000,50000]  ","02"
0,258924.97,"No","No",207.08,"(10000,50000]  ","03"
0,126500,"No","No",124.8,"(0,10000]      ","01"
1,120000,"No","No",174.01,"(0,10000]      ","03"
0,160000,"No","No",162,"(10000,50000]  ","23"
1,161000,"No","No",106.14,"(0,10000]      ","02"
0,261834.83,"No","No",231.01,"(0,10000]      ","07"
1,390000,"No","No",232.8,"(10000,50000]  ","01"
0,280000,"No","No",168.19,"(0,10000]      ","01"
0,84000,"No","No",52.74,"(50000,1000000]","09"
0,160855,"No","No",211.54,"(50000,1000000]","02"
1,108100.630655333,"No","Yes",90.87,"(10000,50000]  ","02"
0,340700,"No","No",95,"(10000,50000]  ","14"
1,161315.867016847,"No","No",137.62,"(10000,50000]  ","01"
0,254023.17,"No","No",224.42,"(0,10000]      ","07"
0,525000,"No","No",142.75,"(10000,50000]  ","08"
0,270000,"No","No",168.19,"(0,10000]      ","01"
1,110000,"No","No",159.39,"(0,10000]      ","03"
1,241046.697841266,"No","Yes",131.41,"(0,10000]      ","01"
0,176900,"No","No",61.5,"(10000,50000]  ","02"
0,238000,"No","No",123,"(10000,50000]  ","02"
1,305000,"No","No",130,"(10000,50000]  ","13"
0,233880,"No","No",106.72,"(50000,1000000]","09"
1,330000,"No","No",237.228,"(0,10000]      ","16"
0,325000,"No","No",168.31,"(10000,50000]  ","02"
1,257130,"No","No",258.02,"(10000,50000]  ","12"
0,370000,"No","No",120,"(0,10000]      ","16"
0,201000,"No","No",112.16,"(0,10000]      ","13"
0,290000,"No","Yes",116.4,"(10000,50000]  ","01"
1,176687,"No","No",123.4,"(0,10000]      ","11"
0,79500,"No","No",102,"(50000,1000000]","21"
1,161000,"No","No",106.14,"(0,10000]      ","02"
1,90000,"No","No",83,"(10000,50000]  ","04"
0,249000,"No","No",156.51,"(0,10000]      ","28"
1,150000,"No","No",173.9,"(10000,50000]  ","04"
1,280000,"No","No",156,"(10000,50000]  ","08"
0,158070,"Yes","No",194.5,"(10000,50000]  ","23"
0,192500,"No","No",198,"(0,10000]      ","01"
0,172700,"No","No",60,"(10000,50000]  ","02"
1,197267,"No","No",137,"(0,10000]      ","05"
0,176300,"No","No",164.81,"(0,10000]      ","01"
0,270000,"No","No",168.19,"(0,10000]      ","01"
0,250000,"No","No",216,"(50000,1000000]","20"
1,100336,"No","No",66.7,"(50000,1000000]","04"
1,128350,"No","No",251.78,"(0,10000]      ","04"
0,180700,"No","No",171.15,"(0,10000]      ","01"
0,240000,"No","Yes",124.7,"(10000,50000]  ","01"
1,220000,"No","No",175,"(0,10000]      ","01"
0,150232,"No","No",139.93,"(0,10000]      ","25"
1,240000,"No","No",281.99,"(0,10000]      ","01"
0,111000,"No","No",54.32,"(50000,1000000]","02"
0,230000,"No","No",106.14,"(0,10000]      ","02"
0,213214.55,"No","No",129.91,"(0,10000]      ","17"
0,148000,"No","No",101.21,"(50000,1000000]","07"
1,135000,"No","No",156.2,"(10000,50000]  ","04"
0,215501.1,"No","No",129.91,"(0,10000]      ","17"
0,132041,"No","No",92.66,"(10000,50000]  ","03"
1,98096,"No","No",66.7,"(50000,1000000]","04"
0,150000,"No","No",288,"(50000,1000000]","04"
0,257400,"No","No",87.7,"(10000,50000]  ","02"
0,104100,"No","No",80,"(0,10000]      ","07"
0,336000,"No","No",244.66,"(0,10000]      ","12"
0,460000,"No","No",265.17,"(10000,50000]  ","08"
0,180000,"Yes","No",198,"(10000,50000]  ","02"
0,230000,"No","No",106.14,"(0,10000]      ","02"
1,370000,"No","Yes",170.9,"(10000,50000]  ","01"
0,231110,"No","No",80,"(10000,50000]  ","02"
1,330000,"No","Yes",170.9,"(10000,50000]  ","01"
0,123800,"No","No",141,"(10000,50000]  ","02"
1,193400,"No","No",137,"(0,10000]      ","05"
1,270760.338863622,"No","No",172.77,"(0,10000]      ","01"
0,141000,"No","No",147,"(10000,50000]  ","21"
1,216000,"No","Yes",124.7,"(10000,50000]  ","01"
0,240000,"No","Yes",124.7,"(10000,50000]  ","01"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,216000,"No","No",205.95,"(0,10000]      ","03"
0,222000,"No","No",206.73,"(10000,50000]  ","02"
1,241914,"No","No",205.95,"(0,10000]      ","03"
1,253067.947838023,"No","No",237.8,"(50000,1000000]","09"
1,3e+05,"No","No",247.2,"(10000,50000]  ","02"
0,329000,"No","Yes",222.39,"(10000,50000]  ","01"
0,231110,"No","No",80,"(10000,50000]  ","02"
1,150000,"No","No",88,"(50000,1000000]","15"
1,72964,"No","No",56.5,"(0,10000]      ","11"
0,145000,"No","No",160.05,"(10000,50000]  ","24"
1,253514.904824614,"No","No",152.9,"(10000,50000]  ","06"
0,460000,"No","No",265.17,"(10000,50000]  ","08"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,250000,"No","No",212,"(50000,1000000]","20"
0,233493.2,"No","No",202,"(0,10000]      ","27"
0,300630,"No","No",122.14,"(0,10000]      ","02"
1,170000,"No","No",230.28,"(0,10000]      ","18"
0,560000,"No","No",142.75,"(10000,50000]  ","08"
0,168000,"No","No",109.9,"(0,10000]      ","06"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,177000,"No","No",291.6,"(0,10000]      ","01"
0,111500,"No","No",63.9,"(10000,50000]  ","05"
0,3e+05,"No","No",236.26,"(0,10000]      ","12"
0,333775,"No","No",228.48,"(50000,1000000]","18"
1,193000,"No","No",188.92,"(0,10000]      ","02"
1,332800,"No","No",135.64,"(50000,1000000]","01"
0,87041,"No","No",82.44,"(50000,1000000]","02"
1,138750,"No","No",142.19,"(0,10000]      ","01"
1,75095.3174043943,"No","Yes",84.2,"(0,10000]      ","01"
1,204994,"No","No",153,"(0,10000]      ","16"
0,182114,"No","No",123.05,"(50000,1000000]","04"
0,104500,"No","No",65.24,"(0,10000]      ","02"
0,216000,"No","No",204.02,"(10000,50000]  ","03"
1,67000,"No","No",100.53,"(0,10000]      ","02"
0,187036,"No","No",123.05,"(50000,1000000]","04"
1,240000,"No","No",261.38,"(0,10000]      ","01"
0,194000,"No","No",105.41,"(10000,50000]  ","02"
1,80000,"Yes","No",80,"(50000,1000000]","09"
0,222500,"No","No",211.42,"(0,10000]      ","03"
0,399000,"No","No",199.99,"(10000,50000]  ","02"
0,59500,"Yes","No",108,"(0,10000]      ","21"
0,283500,"No","Yes",205.24,"(0,10000]      ","03"
0,242000,"No","Yes",173.07,"(10000,50000]  ","02"
0,259259.26,"No","No",219.65,"(10000,50000]  ","05"
0,270000,"No","No",168.19,"(0,10000]      ","01"
1,224107.988665468,"No","No",197.1,"(10000,50000]  ","10"
0,444000,"No","No",222,"(50000,1000000]","01"
0,260232.31,"No","No",231.73,"(0,10000]      ","07"
1,160000,"No","No",84.55,"(50000,1000000]","02"
0,207000,"No","No",120,"(50000,1000000]","01"
0,246000,"No","No",117,"(0,10000]      ","13"
0,144716.88,"No","No",126.06,"(0,10000]      ","05"
0,422000,"No","Yes",137,"(10000,50000]  ","02"
0,218029.89,"No","Yes",105.05,"(0,10000]      ","02"
0,318714,"No","No",280,"(0,10000]      ","13"
0,115000,"No","Yes",131.53,"(0,10000]      ","01"
0,192728,"No","No",231.4,"(0,10000]      ","25"
0,222500,"No","No",211.42,"(0,10000]      ","03"
0,209890,"No","No",90.27,"(50000,1000000]","09"
1,203000,"No","No",151.2,"(50000,1000000]","08"
0,235000,"No","No",212.4,"(0,10000]      ","01"
0,190000,"No","No",209.11,"(0,10000]      ","01"
1,189000,"No","No",288.65,"(0,10000]      ","24"
0,201495,"No","No",99.75,"(10000,50000]  ","06"
0,80500,"No","Yes",51.8,"(50000,1000000]","02"
1,146419,"No","No",224.14,"(10000,50000]  ","03"
0,270000,"No","No",113,"(10000,50000]  ","02"
1,148680,"No","No",161.9,"(10000,50000]  ","03"
0,218000,"No","No",205.95,"(0,10000]      ","03"
0,312000,"No","No",182,"(50000,1000000]","20"
0,172700,"No","No",60,"(10000,50000]  ","02"
1,260000,"No","No",192,"(10000,50000]  ","02"
0,219000,"No","No",125,"(50000,1000000]","20"
0,154525,"No","No",129.95,"(0,10000]      ","11"
0,175600,"No","No",161.35,"(0,10000]      ","01"
0,253000,"No","No",133.43,"(0,10000]      ","16"
0,174000,"No","No",93,"(50000,1000000]","15"
0,172700,"No","No",60,"(10000,50000]  ","02"
0,309000,"No","No",244.21,"(0,10000]      ","12"
0,275110,"No","No",95,"(10000,50000]  ","02"
1,216000,"No","Yes",124.7,"(10000,50000]  ","01"
0,233880,"No","No",106.72,"(50000,1000000]","09"
1,260000,"No","No",230.29,"(50000,1000000]","01"
0,311000,"No","No",111,"(0,10000]      ","16"
0,192699,"No","No",112.63,"(10000,50000]  ","06"
1,210000,"No","Yes",153.84,"(0,10000]      ","01"
0,151145.73,"No","No",176.95,"(10000,50000]  ","15"
0,242000,"No","No",173.33,"(0,10000]      ","26"
1,260000,"No","Yes",124.7,"(10000,50000]  ","01"
1,189000,"No","No",133.36,"(50000,1000000]","02"
0,196640,"No","No",98.32,"(10000,50000]  ","06"
1,176687,"No","No",123.4,"(0,10000]      ","11"
1,266902.664595478,"No","No",249,"(0,10000]      ","01"
0,196640,"No","No",98.32,"(10000,50000]  ","06"
0,319000,"No","No",281.99,"(10000,50000]  ","02"
0,258836,"No","Yes",134.39,"(0,10000]      ","03"
0,166000,"No","Yes",116.15,"(0,10000]      ","02"
0,176000,"No","No",60,"(10000,50000]  ","02"
0,171000,"No","No",87.89,"(0,10000]      ","22"
